category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0001692	1.00000000001484	0.677156087793191	0	4	histamine metabolic process	BP	1	1
GO:0052803	1.00000000001484	0.677156087793191	0	4	imidazole-containing compound metabolic process	BP	1	1
GO:0007058	1.00000000001486	0.649983267545353	0	4	spindle assembly involved in female meiosis II	BP	1	1
GO:0006837	1.00000000001486	0.891748197331196	0	1	serotonin transport	BP	1	1
GO:0051610	1.00000000001486	0.891748197331196	0	1	serotonin uptake	BP	1	1
GO:0019674	1.00000000001487	0.68580632416023	0	4	NAD metabolic process	BP	1	1
GO:0004484	1.00000000001488	0.910896093841294	0	1	mRNA guanylyltransferase activity	MF	1	1
GO:0004799	1.00000000001488	0.950146774408743	0	1	thymidylate synthase activity	MF	1	1
GO:0042083	1.00000000001488	0.950146774408743	0	1	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	MF	1	1
GO:0005923	1.00000000001488	0.891364051692707	0	1	bicellular tight junction	CC	1	1
GO:1900115	1.00000000001489	0.799297138254606	0	2	extracellular regulation of signal transduction	BP	1	1
GO:0140463	1.00000000001491	0.860989841649645	0	2	chromatin-protein adaptor activity	MF	1	1
GO:0008012	1.00000000001492	0.970345605866492	0	1	structural constituent of adult chitin-based cuticle	MF	1	1
GO:0004551	1.00000000001493	0.928201406723508	0	1	dinucleotide phosphatase activity	MF	1	1
GO:0035529	1.00000000001493	0.928201406723508	0	1	NADH pyrophosphatase activity	MF	1	1
GO:0031426	1.00000000001494	0.80124927802386	0	2	polycistronic mRNA processing	BP	1	1
GO:0048058	1.00000000001497	0.720430577263771	0	3	compound eye corneal lens development	BP	1	1
GO:0035621	1.00000000001497	0.895658661696908	0	1	ER to Golgi ceramide transport	BP	1	1
GO:0043605	1.00000000001499	0.851822276858012	0	2	cellular amide catabolic process	BP	1	1
GO:0009219	1.00000000001499	0.852489769916205	0	4	pyrimidine deoxyribonucleotide metabolic process	BP	1	1
GO:0009221	1.00000000001499	0.852489769916205	0	4	pyrimidine deoxyribonucleotide biosynthetic process	BP	1	1
GO:0009265	1.00000000001499	0.852489769916205	0	4	2'-deoxyribonucleotide biosynthetic process	BP	1	1
GO:0046385	1.00000000001499	0.852489769916205	0	4	deoxyribose phosphate biosynthetic process	BP	1	1
GO:0042479	1.00000000001501	0.795866858854497	0	2	positive regulation of eye photoreceptor cell development	BP	1	1
GO:0045315	1.00000000001501	0.795866858854497	0	2	positive regulation of compound eye photoreceptor development	BP	1	1
GO:0000707	1.00000000001505	0.90894285466511	0	1	meiotic DNA recombinase assembly	BP	1	1
GO:0004174	1.00000000001505	0.90894285466511	0	1	electron-transferring-flavoprotein dehydrogenase activity	MF	1	1
GO:0007146	1.00000000001505	0.90894285466511	0	1	meiotic recombination nodule assembly	BP	1	1
GO:0042139	1.00000000001505	0.90894285466511	0	1	early meiotic recombination nodule assembly	BP	1	1
GO:0042140	1.00000000001505	0.90894285466511	0	1	late meiotic recombination nodule assembly	BP	1	1
GO:0047402	1.00000000001505	0.90894285466511	0	1	protein-glucosylgalactosylhydroxylysine glucosidase activity	MF	1	1
GO:0004453	1.00000000001506	0.916216389221771	0	1	juvenile-hormone esterase activity	MF	1	1
GO:0031648	1.00000000001507	0.63165156470082	0	4	protein destabilization	BP	1	1
GO:0060052	1.00000000001508	0.879480106789372	0	1	neurofilament cytoskeleton organization	BP	1	1
GO:0004642	1.00000000001509	0.891691188408294	0	1	phosphoribosylformylglycinamidine synthase activity	MF	1	1
GO:0033328	1.00000000001509	0.938542906088215	0	1	peroxisome membrane targeting sequence binding	MF	1	1
GO:0008447	1.0000000000151	0.892354225895659	0	1	L-ascorbate oxidase activity	MF	1	1
GO:0043221	1.0000000000151	0.892354225895659	0	1	SMC family protein binding	MF	1	1
GO:0006069	1.00000000001511	0.865486255436703	0	2	ethanol oxidation	BP	1	1
GO:0016848	1.00000000001515	0.970903798655556	0	1	carbon-halide lyase activity	MF	1	1
GO:0018833	1.00000000001515	0.970903798655556	0	1	DDT-dehydrochlorinase activity	MF	1	1
GO:0032048	1.00000000001517	0.717539623656489	0	5	cardiolipin metabolic process	BP	1	1
GO:0006266	1.00000000001517	0.703319700240604	0	4	DNA ligation	BP	1	1
GO:1990851	1.00000000001519	0.794251664205884	0	2	Wnt-Frizzled-LRP5/6 complex	CC	1	1
GO:0004018	1.0000000000152	0.907610057079635	0	1	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	MF	1	1
GO:0070626	1.0000000000152	0.907610057079635	0	1	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity	MF	1	1
GO:1902463	1.0000000000152	0.887406840113786	0	1	protein localization to cell leading edge	BP	1	1
GO:0032977	1.00000000001524	0.856568730321249	0	3	membrane insertase activity	MF	1	1
GO:0140597	1.00000000001524	0.856568730321249	0	3	protein carrier chaperone	MF	1	1
GO:0004489	1.00000000001525	0.960565938378313	0	1	methylenetetrahydrofolate reductase (NAD(P)H) activity	MF	1	1
GO:0005775	1.00000000001527	0.92118089998812	0	1	vacuolar lumen	CC	1	1
GO:0043202	1.00000000001527	0.92118089998812	0	1	lysosomal lumen	CC	1	1
GO:0140655	1.00000000001527	0.947166857081165	0	1	mitochondrial proliferation	BP	1	1
GO:1900003	1.00000000001528	0.833333808833224	0	2	regulation of serine-type endopeptidase activity	BP	1	1
GO:1902571	1.00000000001528	0.833333808833224	0	2	regulation of serine-type peptidase activity	BP	1	1
GO:0004890	1.0000000000153	0.674985662042175	0	4	GABA-A receptor activity	MF	1	1
GO:2001197	1.00000000001534	0.891642924627793	0	1	basement membrane assembly involved in embryonic body morphogenesis	BP	1	1
GO:0090212	1.00000000001534	0.887314717766341	0	1	negative regulation of establishment of blood-brain barrier	BP	1	1
GO:1903147	1.00000000001534	0.887314717766341	0	1	negative regulation of autophagy of mitochondrion	BP	1	1
GO:0009295	1.00000000001535	0.710260624089287	0	5	nucleoid	CC	1	1
GO:0042645	1.00000000001535	0.710260624089287	0	5	mitochondrial nucleoid	CC	1	1
GO:0070180	1.00000000001537	0.837227718487179	0	5	large ribosomal subunit rRNA binding	MF	1	1
GO:0002129	1.00000000001538	0.963379578808205	0	1	wobble position guanine ribose methylation	BP	1	1
GO:0002130	1.00000000001538	0.963379578808205	0	1	wobble position ribose methylation	BP	1	1
GO:0002131	1.00000000001538	0.963379578808205	0	1	wobble position cytosine ribose methylation	BP	1	1
GO:0002938	1.00000000001538	0.963379578808205	0	1	tRNA guanine ribose methylation	BP	1	1
GO:0009020	1.00000000001538	0.963379578808205	0	1	tRNA (guanosine-2'-O-)-methyltransferase activity	MF	1	1
GO:1904785	1.00000000001541	0.947996220640823	0	1	regulation of asymmetric protein localization involved in cell fate determination	BP	1	1
GO:1905933	1.00000000001541	0.947996220640823	0	1	regulation of cell fate determination	BP	1	1
GO:0006404	1.00000000001541	0.89274775417538	0	1	RNA import into nucleus	BP	1	1
GO:0061015	1.00000000001541	0.89274775417538	0	1	snRNA import into nucleus	BP	1	1
GO:0001888	1.00000000001543	0.891805080629477	0	1	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	MF	1	1
GO:0004478	1.00000000001543	0.891852808610068	0	1	methionine adenosyltransferase activity	MF	1	1
GO:0006556	1.00000000001543	0.891852808610068	0	1	S-adenosylmethionine biosynthetic process	BP	1	1
GO:0030678	1.00000000001548	0.813376417420883	0	3	mitochondrial ribonuclease P complex	CC	1	1
GO:0004825	1.00000000001549	0.795518601137444	0	2	methionine-tRNA ligase activity	MF	1	1
GO:0006431	1.00000000001549	0.795518601137444	0	2	methionyl-tRNA aminoacylation	BP	1	1
GO:0042791	1.00000000001551	0.891408669148996	0	1	5S class rRNA transcription by RNA polymerase III	BP	1	1
GO:0010825	1.00000000001551	0.891660541941969	0	1	positive regulation of centrosome duplication	BP	1	1
GO:1990761	1.00000000001553	0.891921018997408	0	1	growth cone lamellipodium	CC	1	1
GO:0042144	1.00000000001556	0.897990434386803	0	1	vacuole fusion, non-autophagic	BP	1	1
GO:0097576	1.00000000001556	0.897990434386803	0	1	vacuole fusion	BP	1	1
GO:0004501	1.00000000001557	0.894386727945693	0	1	ecdysone 20-monooxygenase activity	MF	1	1
GO:0006269	1.00000000001558	0.87519200579851	0	2	DNA replication, synthesis of RNA primer	BP	1	1
GO:0008145	1.00000000001561	0.981376511403874	0	1	phenylalkylamine binding	MF	1	1
GO:0010269	1.00000000001561	0.981376511403874	0	1	response to selenium ion	BP	1	1
GO:0010705	1.00000000001565	0.867463254102944	0	2	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	BP	1	1
GO:0050185	1.00000000001569	0.891764895624805	0	1	phosphatidylinositol deacylase activity	MF	1	1
GO:1902953	1.00000000001569	0.891764895624805	0	1	positive regulation of ER to Golgi vesicle-mediated transport	BP	1	1
GO:1990116	1.00000000001569	0.79541820793105	0	2	ribosome-associated ubiquitin-dependent protein catabolic process	BP	1	1
GO:0071541	1.00000000001571	0.782987183037856	0	4	eukaryotic translation initiation factor 3 complex, eIF3m	CC	1	1
GO:0061860	1.00000000001571	0.891713446891753	0	1	DNA clamp unloader activity	MF	1	1
GO:0035046	1.00000000001572	0.666608065675057	0	4	pronuclear migration	BP	1	1
GO:0031887	1.00000000001572	0.691437845307149	0	4	lipid droplet transport along microtubule	BP	1	1
GO:0004784	1.00000000001575	0.835736194380762	0	4	superoxide dismutase activity	MF	1	1
GO:0016721	1.00000000001575	0.835736194380762	0	4	oxidoreductase activity, acting on superoxide radicals as acceptor	MF	1	1
GO:0062028	1.00000000001578	0.88771140001077	0	2	regulation of stress granule assembly	BP	1	1
GO:0010644	1.00000000001581	0.884416203870922	0	1	cell communication by electrical coupling	BP	1	1
GO:0016264	1.00000000001581	0.884416203870922	0	1	gap junction assembly	BP	1	1
GO:0042247	1.00000000001586	0.800758965752793	0	2	establishment of planar polarity of follicular epithelium	BP	1	1
GO:0071557	1.00000000001595	0.891692893288365	0	1	histone H3-K27 demethylation	BP	1	1
GO:0071558	1.00000000001595	0.891692893288365	0	1	histone H3-tri/di-methyl-lysine-27 demethylase activity	MF	1	1
GO:1902464	1.00000000001595	0.891692893288365	0	1	regulation of histone H3-K27 trimethylation	BP	1	1
GO:1902465	1.00000000001595	0.891692893288365	0	1	negative regulation of histone H3-K27 trimethylation	BP	1	1
GO:0110072	1.00000000001597	0.649808828963531	0	4	apical constriction involved in ventral furrow formation	BP	1	1
GO:0050459	1.00000000001599	0.904969683725029	0	1	ethanolamine-phosphate phospho-lyase activity	MF	1	1
GO:0004421	1.00000000001602	0.897116121150193	0	1	hydroxymethylglutaryl-CoA synthase activity	MF	1	1
GO:0008424	1.00000000001602	0.897116121150193	0	1	glycoprotein 6-alpha-L-fucosyltransferase activity	MF	1	1
GO:0010142	1.00000000001602	0.897116121150193	0	1	farnesyl diphosphate biosynthetic process, mevalonate pathway	BP	1	1
GO:0046921	1.00000000001602	0.897116121150193	0	1	alpha-(1->6)-fucosyltransferase activity	MF	1	1
GO:1902767	1.00000000001602	0.897116121150193	0	1	isoprenoid biosynthetic process via mevalonate	BP	1	1
GO:0004819	1.00000000001606	0.904249648911417	0	1	glutamine-tRNA ligase activity	MF	1	1
GO:0006425	1.00000000001606	0.904249648911417	0	1	glutaminyl-tRNA aminoacylation	BP	1	1
GO:0005277	1.00000000001607	0.891120403095949	0	1	acetylcholine transmembrane transporter activity	MF	1	1
GO:1901375	1.00000000001607	0.891120403095949	0	1	acetate ester transmembrane transporter activity	MF	1	1
GO:0016539	1.00000000001608	0.906705817070753	0	1	intein-mediated protein splicing	BP	1	1
GO:0030908	1.00000000001608	0.906705817070753	0	1	protein splicing	BP	1	1
GO:0034111	1.00000000001608	0.906705817070753	0	1	negative regulation of homotypic cell-cell adhesion	BP	1	1
GO:0038002	1.00000000001608	0.874674382290819	0	2	endocrine signaling	BP	1	1
GO:0007355	1.0000000000161	0.804377852840747	0	2	anterior region determination	BP	1	1
GO:0008520	1.00000000001611	0.900692007812057	0	1	L-ascorbate:sodium symporter activity	MF	1	1
GO:0015882	1.00000000001611	0.900692007812057	0	1	L-ascorbic acid transmembrane transport	BP	1	1
GO:0034771	1.00000000001615	0.891714835741477	0	1	histone H4-K20 monomethylation	BP	1	1
GO:0046403	1.00000000001616	0.926585471111446	0	1	polynucleotide 3'-phosphatase activity	MF	1	1
GO:0046404	1.00000000001616	0.926585471111446	0	1	polydeoxyribonucleotide 5'-hydroxyl-kinase activity	MF	1	1
GO:0051733	1.00000000001616	0.926585471111446	0	1	polydeoxyribonucleotide kinase activity	MF	1	1
GO:0051734	1.00000000001616	0.926585471111446	0	1	polynucleotide kinase activity	MF	1	1
GO:0120147	1.00000000001618	0.960151028594597	0	1	Formylglycine-generating oxidase activity	MF	1	1
GO:0001875	1.0000000000162	0.891744513994875	0	1	lipopolysaccharide immune receptor activity	MF	1	1
GO:0005160	1.00000000001621	0.914172890335162	0	2	transforming growth factor beta receptor binding	MF	1	1
GO:0004750	1.00000000001621	0.962491660720544	0	1	D-ribulose-phosphate 3-epimerase activity	MF	1	1
GO:0018812	1.00000000001628	0.916022142768934	0	2	3-hydroxyacyl-CoA dehydratase activity	MF	1	1
GO:1903332	1.00000000001631	0.90230562655553	0	2	regulation of protein folding	BP	1	1
GO:1903644	1.00000000001631	0.90230562655553	0	2	regulation of chaperone-mediated protein folding	BP	1	1
GO:0046864	1.00000000001634	0.827086778320255	0	2	isoprenoid transport	BP	1	1
GO:0046865	1.00000000001634	0.827086778320255	0	2	terpenoid transport	BP	1	1
GO:0045127	1.00000000001635	0.916612989654106	0	1	N-acetylglucosamine kinase activity	MF	1	1
GO:0002066	1.00000000001636	0.968841156323177	0	1	columnar/cuboidal epithelial cell development	BP	1	1
GO:0060576	1.00000000001636	0.968841156323177	0	1	intestinal epithelial cell development	BP	1	1
GO:0044284	1.00000000001637	0.841452633477703	0	4	mitochondrial crista junction	CC	1	1
GO:0015093	1.00000000001638	0.89419106590941	0	1	ferrous iron transmembrane transporter activity	MF	1	1
GO:0048250	1.00000000001638	0.89419106590941	0	1	iron import into the mitochondrion	BP	1	1
GO:0004758	1.00000000001639	0.829988713903978	0	2	serine C-palmitoyltransferase activity	MF	1	1
GO:0016454	1.00000000001639	0.829988713903978	0	2	C-palmitoyltransferase activity	MF	1	1
GO:0009129	1.0000000000164	0.811919730480928	0	4	pyrimidine nucleoside monophosphate metabolic process	BP	1	1
GO:0009130	1.0000000000164	0.811919730480928	0	4	pyrimidine nucleoside monophosphate biosynthetic process	BP	1	1
GO:0006104	1.00000000001656	0.85347330261568	0	2	succinyl-CoA metabolic process	BP	1	1
GO:0031534	1.00000000001658	0.898354726438312	0	1	minus-end directed microtubule sliding	BP	1	1
GO:0097149	1.00000000001664	0.699106366680099	0	4	centralspindlin complex	CC	1	1
GO:0004163	1.00000000001665	0.918062170850377	0	1	diphosphomevalonate decarboxylase activity	MF	1	1
GO:0034474	1.00000000001665	0.891314885903107	0	1	U2 snRNA 3'-end processing	BP	1	1
GO:0086042	1.00000000001666	0.889486797653844	0	1	cardiac muscle cell-cardiac muscle cell adhesion	BP	1	1
GO:0090173	1.00000000001668	0.669962366536475	0	4	regulation of synaptonemal complex assembly	BP	1	1
GO:1905088	1.00000000001668	0.669962366536475	0	4	positive regulation of synaptonemal complex assembly	BP	1	1
GO:0048227	1.00000000001668	0.635911228651688	0	5	plasma membrane to endosome transport	BP	1	1
GO:0031308	1.00000000001668	0.987275977821256	0	1	intrinsic component of nuclear outer membrane	CC	1	1
GO:0031309	1.00000000001668	0.987275977821256	0	1	integral component of nuclear outer membrane	CC	1	1
GO:0034998	1.00000000001668	0.987275977821256	0	1	oligosaccharyltransferase I complex	CC	1	1
GO:0006651	1.00000000001668	0.890721650183991	0	1	diacylglycerol biosynthetic process	BP	1	1
GO:0140683	1.00000000001672	0.893072923459537	0	1	histone H3-di/monomethyl-lysine-9 demethylase activity	MF	1	1
GO:0007388	1.00000000001673	0.897162389800896	0	1	posterior compartment specification	BP	1	1
GO:0097199	1.00000000001674	0.919709599288882	0	1	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	MF	1	1
GO:0006679	1.00000000001674	0.892171545428355	0	1	glucosylceramide biosynthetic process	BP	1	1
GO:0008120	1.00000000001674	0.892171545428355	0	1	ceramide glucosyltransferase activity	MF	1	1
GO:0008455	1.00000000001674	0.892171545428355	0	1	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	MF	1	1
GO:0046476	1.00000000001674	0.892171545428355	0	1	glycosylceramide biosynthetic process	BP	1	1
GO:0047453	1.00000000001674	0.955198979488045	0	1	ATP-dependent NAD(P)H-hydrate dehydratase activity	MF	1	1
GO:0052855	1.00000000001674	0.955198979488045	0	1	ADP-dependent NAD(P)H-hydrate dehydratase activity	MF	1	1
GO:0110051	1.00000000001674	0.955198979488045	0	1	metabolite repair	BP	1	1
GO:0010521	1.00000000001674	0.904114292878726	0	1	telomerase inhibitor activity	MF	1	1
GO:0140496	1.00000000001674	0.904114292878726	0	1	gamma-tubulin complex binding	MF	1	1
GO:0016971	1.00000000001675	0.686910708950917	0	5	flavin-linked sulfhydryl oxidase activity	MF	1	1
GO:0004326	1.00000000001676	0.82678073010888	0	2	tetrahydrofolylpolyglutamate synthase activity	MF	1	1
GO:0046901	1.00000000001676	0.82678073010888	0	2	tetrahydrofolylpolyglutamate biosynthetic process	BP	1	1
GO:0034112	1.00000000001676	0.984471169142692	0	1	positive regulation of homotypic cell-cell adhesion	BP	1	1
GO:0001761	1.00000000001678	0.922591640883797	0	1	beta-alanine transmembrane transporter activity	MF	1	1
GO:0001762	1.00000000001678	0.922591640883797	0	1	beta-alanine transport	BP	1	1
GO:0033058	1.00000000001679	0.891734715320765	0	1	directional locomotion	BP	1	1
GO:0043056	1.00000000001679	0.891734715320765	0	1	forward locomotion	BP	1	1
GO:0043059	1.00000000001679	0.891734715320765	0	1	regulation of forward locomotion	BP	1	1
GO:0140466	1.0000000000168	0.897956460924427	0	1	iron-sulfur cluster export from the mitochondrion	BP	1	1
GO:1902497	1.0000000000168	0.897956460924427	0	1	iron-sulfur cluster transmembrane transport	BP	1	1
GO:0008216	1.0000000000168	0.892008895333695	0	2	spermidine metabolic process	BP	1	1
GO:0008295	1.0000000000168	0.892008895333695	0	2	spermidine biosynthetic process	BP	1	1
GO:0008609	1.00000000001682	0.896481783798433	0	1	alkylglycerone-phosphate synthase activity	MF	1	1
GO:1902412	1.00000000001682	0.896481783798433	0	1	regulation of mitotic cytokinesis	BP	1	1
GO:0089720	1.00000000001683	0.735257926046039	0	4	caspase binding	MF	1	1
GO:0033553	1.00000000001688	0.850325491752967	0	2	rDNA heterochromatin	CC	1	1
GO:0004729	1.00000000001689	0.93578771818618	0	1	oxygen-dependent protoporphyrinogen oxidase activity	MF	1	1
GO:0070818	1.00000000001689	0.93578771818618	0	1	protoporphyrinogen oxidase activity	MF	1	1
GO:0008537	1.00000000001691	0.92775074284518	0	1	proteasome activator complex	CC	1	1
GO:2000049	1.00000000001691	0.92775074284518	0	1	positive regulation of cell-cell adhesion mediated by cadherin	BP	1	1
GO:0000481	1.00000000001699	0.892933287209431	0	1	maturation of 5S rRNA	BP	1	1
GO:0004165	1.00000000001701	0.843609682232485	0	4	delta(3)-delta(2)-enoyl-CoA isomerase activity	MF	1	1
GO:0050932	1.00000000001702	0.891401052597921	0	1	regulation of pigment cell differentiation	BP	1	1
GO:0050941	1.00000000001702	0.891401052597921	0	1	negative regulation of pigment cell differentiation	BP	1	1
GO:0006294	1.00000000001702	0.970792415674305	0	1	nucleotide-excision repair, preincision complex assembly	BP	1	1
GO:0071596	1.00000000001704	0.677778944550471	0	4	ubiquitin-dependent protein catabolic process via the N-end rule pathway	BP	1	1
GO:1901896	1.00000000001705	0.89073335013138	0	1	positive regulation of ATPase-coupled calcium transmembrane transporter activity	BP	1	1
GO:1903515	1.00000000001705	0.89073335013138	0	1	calcium ion transport from cytosol to endoplasmic reticulum	BP	1	1
GO:0038009	1.00000000001705	0.891634678915493	0	1	regulation of signal transduction by receptor internalization	BP	1	1
GO:0038010	1.00000000001705	0.891634678915493	0	1	positive regulation of signal transduction by receptor internalization	BP	1	1
GO:0010918	1.00000000001711	0.895391419834045	0	1	positive regulation of mitochondrial membrane potential	BP	1	1
GO:0016008	1.00000000001712	0.915431265074006	0	1	major mitochondrial derivative	CC	1	1
GO:0030314	1.00000000001712	0.891010372745863	0	1	junctional membrane complex	CC	1	1
GO:0055024	1.00000000001712	0.891010372745863	0	1	regulation of cardiac muscle tissue development	BP	1	1
GO:0036408	1.00000000001715	0.891185365768872	0	1	histone acetyltransferase activity (H3-K14 specific)	MF	1	1
GO:0016076	1.0000000000172	0.795957249959107	0	2	snRNA catabolic process	BP	1	1
GO:0016077	1.0000000000172	0.795957249959107	0	2	sno(s)RNA catabolic process	BP	1	1
GO:0071036	1.0000000000172	0.795957249959107	0	2	nuclear polyadenylation-dependent snoRNA catabolic process	BP	1	1
GO:0071037	1.0000000000172	0.795957249959107	0	2	nuclear polyadenylation-dependent snRNA catabolic process	BP	1	1
GO:0071039	1.0000000000172	0.795957249959107	0	2	nuclear polyadenylation-dependent CUT catabolic process	BP	1	1
GO:0004155	1.00000000001721	0.953965570067999	0	1	6,7-dihydropteridine reductase activity	MF	1	1
GO:0070402	1.00000000001721	0.953965570067999	0	1	NADPH binding	MF	1	1
GO:0070404	1.00000000001721	0.953965570067999	0	1	NADH binding	MF	1	1
GO:0004582	1.00000000001723	0.97212073608586	0	1	dolichyl-phosphate beta-D-mannosyltransferase activity	MF	1	1
GO:0097603	1.00000000001726	0.795003165412964	0	2	temperature-gated ion channel activity	MF	1	1
GO:1990814	1.00000000001729	0.807359820566694	0	2	DNA/DNA annealing activity	MF	1	1
GO:1901838	1.00000000001731	0.737295769135239	0	4	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I	BP	1	1
GO:0008808	1.00000000001732	0.939665810247597	0	1	cardiolipin synthase activity	MF	1	1
GO:0016038	1.00000000001732	0.939665810247597	0	1	absorption of visible light	BP	1	1
GO:0030572	1.00000000001732	0.939665810247597	0	1	phosphatidyltransferase activity	MF	1	1
GO:0018025	1.00000000001734	0.893886924695312	0	1	calmodulin-lysine N-methyltransferase activity	MF	1	1
GO:0002943	1.00000000001734	0.918798836001093	0	1	tRNA dihydrouridine synthesis	BP	1	1
GO:0036081	1.00000000001734	0.918798836001093	0	1	extracellular ammonia-gated ion channel activity	MF	1	1
GO:0015275	1.00000000001734	0.890721283639328	0	1	stretch-activated, cation-selective, calcium channel activity	MF	1	1
GO:0140135	1.00000000001734	0.890721283639328	0	1	mechanosensitive cation channel activity	MF	1	1
GO:0016308	1.00000000001734	0.668359647774394	0	4	1-phosphatidylinositol-4-phosphate 5-kinase activity	MF	1	1
GO:1901224	1.00000000001734	0.903374563555842	0	1	positive regulation of NIK/NF-kappaB signaling	BP	1	1
GO:0015230	1.00000000001734	0.847659764536358	0	2	FAD transmembrane transporter activity	MF	1	1
GO:0005368	1.00000000001737	0.891727998917671	0	1	taurine transmembrane transporter activity	MF	1	1
GO:0005369	1.00000000001737	0.891727998917671	0	1	taurine:sodium symporter activity	MF	1	1
GO:0015734	1.00000000001737	0.891727998917671	0	1	taurine transport	BP	1	1
GO:0042918	1.00000000001737	0.891727998917671	0	1	alkanesulfonate transport	BP	1	1
GO:0042959	1.00000000001737	0.891727998917671	0	1	alkanesulfonate transmembrane transporter activity	MF	1	1
GO:0070125	1.00000000001738	0.708626857359046	0	5	mitochondrial translational elongation	BP	1	1
GO:0032094	1.00000000001739	0.771495850184891	0	4	response to food	BP	1	1
GO:1901704	1.00000000001741	0.905923287845976	0	1	L-glutamine biosynthetic process	BP	1	1
GO:0005513	1.00000000001741	0.894819505199912	0	1	detection of calcium ion	BP	1	1
GO:0032237	1.00000000001741	0.894819505199912	0	1	activation of store-operated calcium channel activity	BP	1	1
GO:1901339	1.00000000001741	0.894819505199912	0	1	regulation of store-operated calcium channel activity	BP	1	1
GO:1901341	1.00000000001741	0.894819505199912	0	1	positive regulation of store-operated calcium channel activity	BP	1	1
GO:0098753	1.00000000001742	0.891025944236277	0	1	anchored component of the cytoplasmic side of the plasma membrane	CC	1	1
GO:0097344	1.00000000001742	0.832262410548672	0	2	Rix1 complex	CC	1	1
GO:0035386	1.0000000000175	0.891119805072129	0	1	regulation of Roundabout signaling pathway	BP	1	1
GO:0060076	1.0000000000175	0.89147846397601	0	1	excitatory synapse	CC	1	1
GO:0032356	1.0000000000175	0.959483311832551	0	1	oxidized DNA binding	MF	1	1
GO:0032357	1.0000000000175	0.959483311832551	0	1	oxidized purine DNA binding	MF	1	1
GO:0098532	1.0000000000175	0.801956427476564	0	2	histone H3-K27 trimethylation	BP	1	1
GO:0030735	1.00000000001751	0.924988743869232	0	1	carnosine N-methyltransferase activity	MF	1	1
GO:0035498	1.00000000001751	0.924988743869232	0	1	carnosine metabolic process	BP	1	1
GO:0002029	1.00000000001755	0.675809736011867	0	4	desensitization of G protein-coupled receptor signaling pathway	BP	1	1
GO:0002031	1.00000000001755	0.675809736011867	0	4	G protein-coupled receptor internalization	BP	1	1
GO:0022401	1.00000000001755	0.675809736011867	0	4	negative adaptation of signaling pathway	BP	1	1
GO:0038056	1.00000000001755	0.897788454877534	0	1	negative regulation of BMP signaling pathway by negative regulation of BMP secretion	BP	1	1
GO:2001285	1.00000000001755	0.897788454877534	0	1	negative regulation of BMP secretion	BP	1	1
GO:0004496	1.00000000001756	0.921350720060595	0	1	mevalonate kinase activity	MF	1	1
GO:0008091	1.00000000001757	0.890863780483441	0	1	spectrin	CC	1	1
GO:0060048	1.00000000001762	0.743190706607449	0	4	cardiac muscle contraction	BP	1	1
GO:0007285	1.00000000001762	0.720607118587153	0	4	primary spermatocyte growth	BP	1	1
GO:0001713	1.00000000001764	0.878814071541422	0	2	ectodermal cell fate determination	BP	1	1
GO:0061798	1.00000000001764	0.909956776949424	0	1	GTP 3',8'-cyclase activity	MF	1	1
GO:0061799	1.00000000001764	0.909956776949424	0	1	cyclic pyranopterin monophosphate synthase activity	MF	1	1
GO:0007462	1.00000000001765	0.826725199255894	0	2	R1/R6 cell fate commitment	BP	1	1
GO:0070209	1.00000000001767	0.892224609948311	0	1	ASTRA complex	CC	1	1
GO:0002367	1.00000000001767	0.896814423879881	0	1	cytokine production involved in immune response	BP	1	1
GO:0002718	1.00000000001767	0.896814423879881	0	1	regulation of cytokine production involved in immune response	BP	1	1
GO:0002719	1.00000000001767	0.896814423879881	0	1	negative regulation of cytokine production involved in immune response	BP	1	1
GO:0010934	1.00000000001767	0.896814423879881	0	1	macrophage cytokine production	BP	1	1
GO:0010935	1.00000000001767	0.896814423879881	0	1	regulation of macrophage cytokine production	BP	1	1
GO:0010936	1.00000000001767	0.896814423879881	0	1	negative regulation of macrophage cytokine production	BP	1	1
GO:0061082	1.00000000001767	0.896814423879881	0	1	myeloid leukocyte cytokine production	BP	1	1
GO:0090240	1.00000000001768	0.905026205239302	0	1	positive regulation of histone H4 acetylation	BP	1	1
GO:2000620	1.00000000001768	0.905026205239302	0	1	positive regulation of histone H4-K16 acetylation	BP	1	1
GO:0007042	1.00000000001769	0.898678123314864	0	1	lysosomal lumen acidification	BP	1	1
GO:0051597	1.00000000001773	0.980260423780628	0	1	response to methylmercury	BP	1	1
GO:0004378	1.00000000001777	0.944105200634798	0	1	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	MF	1	1
GO:0051694	1.00000000001787	0.890712837705102	0	1	pointed-end actin filament capping	BP	1	1
